name,Eads,delta_e,Ebonding,d-band,f3,f4,f5,f6,iz3,iz4,iz5,iz6,izz3,izz4,izz5,izz6
add-bridge-24-341,-1.49936,-0.125215,8.0307,-4.43042,161.94227,486.79703,555.05837,738.69603,2.0668,2.20E-05,7.34433,134.43909,7.71901,1.50E-05,5.10027,30.74594
add-bridge-24-342,-1.58693,-0.129228,7.94313,-4.4272,173.47357,478.41451,552.86216,734.85931,3.02071,3.00E-06,8.97948,119.41685,6.19142,0,6.57726,32.42493
add-bridge-24-343,-1.71432,-0.137683,7.81574,-4.41044,205.70899,467.43656,555.48789,732.97772,4.26258,1.00E-06,10.70424,105.27928,4.95052,1.80E-05,7.43486,37.14769
add-bridge-25-130,-1.67254,-0.117479,8.02224,-4.27919,149.98467,487.03193,541.03729,736.34697,3.40793,0.10513,10.82694,112.13041,2.79035,0.01043,8.6568,50.01096
add-bridge-25-154,-1.6577,-0.120484,8.03708,-4.28673,138.96242,487.92654,542.38599,734.40497,3.62198,0.04336,11.57524,111.17403,3.04026,0.06735,7.77769,50.58726
add-bridge-25-181,-1.64878,-0.122439,8.046,-4.30267,133.46293,486.62489,543.19198,732.7623,4.58818,0.00781,12.52502,109.68566,4.28993,0.09106,6.78237,51.11303
add-bridge-25-210,-1.64595,-0.124609,8.04883,-4.32187,137.18426,485.06337,544.27583,730.84982,4.40235,6.60E-05,13.19449,108.23931,4.32664,0.05837,6.0308,51.44767
add-bridge-25-243,-1.64771,-0.126526,8.04707,-4.34296,147.26603,484.28804,546.50249,729.85433,4.26936,0.00532,13.65523,106.9987,4.34803,0.03949,5.41139,51.65968
add-bridge-25-284,-1.65216,-0.127293,8.04263,-4.36213,157.45075,484.06638,548.53294,729.37416,4.22665,0.00532,14.0767,106.02468,4.45741,0.01728,4.94583,51.84034
add-bridge-25-334,-1.288,-0.095119,8.40678,-4.35319,125.31165,512.06527,562.05306,746.60401,0.39711,6.70E-05,1.33061,270.19552,15.09566,2.10E-05,0.94886,109.58721
add-bridge-25-335,-1.30838,-0.099012,8.3864,-4.36278,128.78218,512.22869,561.37714,747.92463,0.39576,6.60E-05,2.137,251.32721,14.30229,1.60E-05,0.42641,92.57204
add-bridge-25-336,-1.33168,-0.102109,8.36311,-4.37051,131.72765,512.05342,562.65954,748.70355,0.43153,6.50E-05,3.16506,231.94012,13.36082,9.00E-06,0.08497,78.0841
add-bridge-25-337,-1.35769,-0.105375,8.3371,-4.38268,132.69563,511.87475,560.38085,747.59411,0.51437,6.60E-05,4.13448,212.60174,12.18557,2.00E-06,0.02187,66.19401
add-bridge-25-338,-1.38571,-0.107894,8.30907,-4.39268,132.33845,510.55066,556.0839,745.44523,0.66236,5.50E-05,5.11795,193.46897,10.83869,0,0.37574,56.85083
add-bridge-25-339,-1.41545,-0.109311,8.27934,-4.39815,134.45669,507.46483,556.30987,743.57292,0.93296,5.60E-05,6.6878,174.27479,9.67239,2.00E-06,1.00396,50.24201
add-bridge-25-340,-1.4494,-0.112617,8.24539,-4.39965,133.67527,503.72057,556.79181,740.89927,1.31729,4.40E-05,8.70546,155.46153,8.40966,6.00E-06,1.85806,46.44876
add-bridge-25-341,-1.49545,-0.115775,8.19934,-4.4014,136.22152,498.46078,553.34045,737.09949,1.97616,3.10E-05,10.42054,137.92714,7.21871,6.00E-06,2.98541,45.22528
add-bridge-25-342,-1.562,-0.119605,8.13278,-4.38572,149.0428,492.05051,551.46857,732.85683,2.99773,2.90E-05,12.44749,121.12931,6.05105,9.00E-06,3.92105,46.86871
add-bridge-25-343,-1.657,-0.127719,8.03779,-4.37113,161.33836,483.84369,549.40822,729.51274,4.2155,3.00E-06,14.257,105.65545,4.52905,6.00E-06,4.78254,51.89775
add-hollow-11-187,0.06892,-0.011422,8.67983,-4.4694,210.33059,294.26441,314.47859,1924.16978,1.4494,0.13297,0.00727,242.23139,14.89578,1.18871,0.09151,47.13049
add-hollow-16-15,-1.03332,-0.088277,7.57759,-4.53064,328.09935,333.77915,479.91085,1286.96223,0.00303,0.08764,2.14637,147.79071,0.01141,8.05934,0.89229,0.92796
add-hollow-16-19,-0.83825,-0.086504,7.77266,-4.5009,303.53048,336.45993,455.3031,1287.17876,0.01152,0.00109,2.58909,162.36916,8.41693,0.01256,1.83468,1.94167
add-hollow-16-217,-2.31692,-0.114207,6.29399,-4.41745,316.47269,395.42247,447.00449,1278.58515,0.51631,3.11E-04,2.18E-04,89.22656,6.85559,0.05497,16.15607,0.64744
add-hollow-16-29,-0.70053,-0.085944,7.91038,-4.4801,269.5574,340.63563,446.62946,1286.43772,4.13E-04,0.00139,2.93513,177.54887,9.33063,0.00311,3.52469,3.8449
add-hollow-16-38,-0.59684,-0.084897,8.01407,-4.46267,244.77074,340.63343,451.787,1284.65138,8.00E-05,3.79E-04,3.13153,193.48256,9.7414,0.00168,6.53852,6.99257
add-hollow-16-48,-0.51517,-0.085316,8.09574,-4.4544,224.93631,336.06712,461.21911,1281.88737,0.01198,0,3.10086,210.36973,9.75826,7.82E-04,10.3541,11.75407
add-hollow-16-60,-0.44837,-0.084818,8.16254,-4.44069,209.77342,325.9272,471.8103,1277.91617,0.07122,3.40E-05,2.73442,228.42832,9.34821,0.00102,14.51724,18.60552
add-hollow-16-74,-0.3938,-0.084532,8.21711,-4.43365,198.09917,309.49481,481.81893,1272.39564,0.21994,2.01E-04,2.01793,247.79481,8.58573,0.00124,18.41612,28.25191
add-hollow-17-19,-0.69885,-0.075769,8.11399,-4.46695,254.54439,355.91764,452.16877,1276.56968,0.00288,0.00141,2.54415,180.76083,10.37061,0.00305,1.14098,5.25472
add-hollow-17-217,-1.91747,-0.099451,6.89536,-4.34244,273.54041,368.38506,446.35459,1266.19157,0.5874,1.70E-04,0.35286,96.53813,6.02801,0.00705,15.45636,2.26959
add-hollow-17-29,-0.59523,-0.075459,8.21761,-4.44781,227.11393,359.41467,450.98794,1275.65846,0.00475,0.00105,2.59,197.17002,10.4934,0.00298,2.98657,8.50091
add-hollow-17-38,-0.5138,-0.074089,8.29904,-4.43392,204.8727,359.32605,455.37175,1273.85522,0.02132,2.90E-04,2.50161,214.21665,10.449,0.00189,5.74323,13.32945
add-hollow-17-48,-0.44691,-0.074711,8.36593,-4.41611,187.35642,355.63109,463.48271,1271.19899,0.07486,3.00E-05,2.1909,232.02803,10.06802,9.42E-04,9.11844,20.12868
add-hollow-18-217,-1.62227,-0.086136,7.40013,-4.30272,248.43952,369.40679,457.65693,1256.78824,0.57816,1.15E-04,1.23554,102.83123,6.47775,0.00244,13.41189,5.19337
add-hollow-19-217,-1.40602,-0.073993,7.82856,-4.28054,225.56869,379.42362,466.68707,1250.35594,0.49514,5.00E-05,2.5848,107.78451,6.57268,6.84E-04,11.46826,10.2366
add-hollow-21-15,-1.54685,-0.15835,7.06406,-4.4758,312.84111,423.56676,531.90903,790.42062,0.97679,0.01102,0.87561,127.86069,9.83108,0.00315,0.1391,4.64311
add-hollow-21-178,-2.62011,-0.187247,5.9908,-4.38677,332.22936,452.49737,540.79479,813.48334,0.90514,0.17362,0.80305,71.08029,1.53697,9.21278,12.80934,0.83607
add-hollow-21-19,-1.39642,-0.155147,7.21449,-4.44436,276.60832,430.53813,519.8267,785.96565,0.6262,0.00626,1.84815,140.31897,10.47287,0.0046,1.1913,6.74852
add-hollow-21-217,-2.56962,-0.187178,6.04129,-4.37893,309.6181,442.74527,504.89501,813.83214,0.01692,1.26E-04,0.158,71.9963,0.01225,0.01815,21.71107,0.9463
add-hollow-21-29,-1.29871,-0.153126,7.3122,-4.42708,241.04814,433.65366,515.0147,780.66965,0.38639,0.00602,3.02806,152.97256,11.39643,0.00317,3.46941,9.72564
add-hollow-21-38,-1.23012,-0.152017,7.38078,-4.41198,218.46604,433.58152,519.37128,774.68876,0.34497,0.00361,4.14532,166.13618,11.79655,0.00215,7.24879,13.82767
add-hollow-21-48,-1.17821,-0.151235,7.4327,-4.40269,200.79171,429.4868,526.51375,768.13114,0.3634,0.00192,5.34759,180.00803,11.8373,8.78E-04,12.26564,19.09303
add-hollow-21-60,-1.13633,-0.150953,7.47458,-4.39209,188.25549,420.21382,534.77446,760.51565,0.49592,0.00114,6.35343,195.07959,11.22224,7.14E-04,18.2729,25.81511
add-hollow-21-74,-1.10062,-0.150861,7.51028,-4.39761,177.39975,405.23655,543.5503,751.16287,0.75997,3.04E-04,6.88589,211.94583,10.10162,0.00101,24.83456,34.5093
add-hollow-21-91,-1.06393,-0.151448,7.54698,-4.38794,166.80349,381.53331,551.96173,739.05393,1.13484,3.00E-04,6.2996,231.60163,8.43745,3.64E-04,31.19269,46.55031
add-hollow-22-178,-2.28676,-0.16944,6.52608,-4.24772,283.54383,444.63206,517.50365,787.61821,0.99627,0.24716,1.88E-04,78.88007,1.39796,2.8219,17.52969,2.7431
add-hollow-22-19,-1.32114,-0.141981,7.4917,-4.41116,221.65453,443.17899,517.8933,764.37295,0.81325,0.00446,2.5515,156.6724,11.83786,0.00365,0.99998,10.93553
add-hollow-22-217,-2.25395,-0.169206,6.55889,-4.24391,259.77385,436.066,505.62142,787.08323,0.00727,2.30E-05,0.06846,79.35716,0.00498,0.00315,20.45984,2.86383
add-hollow-22-29,-1.25263,-0.140294,7.56021,-4.39444,196.22648,445.63913,517.4031,759.42502,0.76582,0.0032,3.238,170.84732,12.02915,0.00356,3.28638,15.16724
add-hollow-22-38,-1.2012,-0.1394,7.61163,-4.37959,174.31383,445.35451,520.84633,753.58458,0.79274,0.00251,3.99519,185.48371,12.12769,0.00274,6.79936,20.72078
add-hollow-22-48,-1.15981,-0.138136,7.65303,-4.37097,158.5358,441.79339,527.45972,747.05126,0.96513,0.00159,4.56424,200.93223,11.68805,0.00162,11.36935,27.81078
add-hollow-22-60,-1.12527,-0.137449,7.68757,-4.36348,145.33474,434.03382,534.00045,739.39893,1.30984,0.00128,4.72924,217.51948,10.81913,0.00179,16.461,36.7874
add-hollow-23-178,-2.05783,-0.153978,6.96457,-4.21236,238.67425,444.4782,520.19198,765.21553,1.24442,0.22478,0.52791,85.75913,1.60127,1.04645,17.35462,5.74364
add-hollow-23-217,-2.03718,-0.154216,6.98522,-4.20934,218.77737,442.65529,516.20605,765.52402,0.00968,8.30E-05,0.65615,85.99373,0.00976,0.00136,18.40858,5.78454
add-hollow-24-178,-1.90687,-0.140457,7.32771,-4.19641,201.15053,454.6121,529.19373,747.49364,1.57942,0.16656,2.12298,91.35782,2.03,0.33601,15.46115,10.53228
add-hollow-24-217,-1.89419,-0.141141,7.3404,-4.18351,176.29312,451.28605,524.34515,747.74795,0.0146,9.20E-05,2.41743,91.49712,0.01729,5.06E-04,15.96992,10.61216
add-hollow-25-217,-1.80532,-0.129143,7.62226,-4.17708,140.03626,464.25803,532.19991,732.5675,0.03928,1.40E-05,4.9957,95.67378,0.05768,6.20E-05,12.69864,17.86447
add-top-19-102,-0.42546,-0.045969,9.73791,-4.35011,187.31478,474.72741,510.34668,1381.97721,0.01503,0.01582,3.40311,221.79419,8.33556,0.00224,1.81759,197.1157
add-top-19-111,-0.46892,-0.05031,9.69445,-4.3487,191.65734,472.04892,507.95401,1381.75057,0.01249,0.0293,4.60339,190.59553,7.09619,0.01515,1.695,175.57403
add-top-19-15,-0.25668,0.011468,9.90669,-4.31184,163.80756,480.49814,499.88241,1380.6739,0.06476,0.0027,1.74037,447.42591,18.91024,0.08378,0.84393,621.65704
add-top-19-22,-0.25865,0.009465,9.90472,-4.32001,164.87985,481.3948,503.73045,1380.56975,0.06847,0.00272,1.48617,444.05726,18.90147,0.12743,0.20902,584.24736
add-top-19-29,-0.26212,0.005782,9.90125,-4.32505,166.33557,481.70525,506.28654,1381.29763,0.07075,0.00311,1.11677,436.45335,18.54841,0.14741,0.00242,541.92936
add-top-19-36,-0.26744,0.001467,9.89593,-4.33028,168.0763,481.81581,507.92978,1381.58908,0.0707,0.00301,0.69647,424.73748,17.90352,0.15118,0.09165,497.04129
add-top-19-44,-0.27526,-0.003232,9.88811,-4.3353,170.01526,481.24292,508.81106,1381.97137,0.06796,0.00212,0.32084,409.06622,17.02814,0.13892,0.35121,451.52686
add-top-19-51,-0.28567,-0.009324,9.8777,-4.33913,172.04657,480.86217,509.64161,1382.13042,0.0627,0.00148,0.07261,389.74432,15.98452,0.11421,0.66959,406.7442
add-top-19-59,-0.29795,-0.015643,9.86542,-4.33721,174.15057,480.87887,511.15268,1382.55556,0.05455,0.00106,0.00411,367.08015,14.83434,0.08414,1.009,363.63825
add-top-19-66,-0.31455,-0.022552,9.84882,-4.34275,176.37285,481.04381,512.77613,1382.62815,0.04491,0.00112,0.17762,341.45989,13.59653,0.05381,1.30758,323.14316
add-top-19-74,-0.33456,-0.028671,9.82881,-4.34758,178.65745,479.23874,511.40995,1382.45524,0.03578,0.00175,0.60064,313.60189,12.29351,0.02865,1.49725,285.98607
add-top-19-8,-0.25589,0.012972,9.90747,-4.30836,163.24294,479.53582,496.41149,1380.40637,0.05995,4.12E-04,1.86097,446.35607,18.55567,0.03619,2.0187,651.28706
add-top-19-83,-0.35994,-0.034559,9.80343,-4.35233,181.04315,477.44373,510.30167,1381.91185,0.02739,0.00354,1.28219,284.085,10.96362,0.01018,1.65295,252.46507
add-top-19-93,-0.38971,-0.04088,9.77366,-4.34916,183.8016,476.06797,510.47709,1381.95993,0.02007,0.00774,2.24994,253.25808,9.63735,7.84E-04,1.79434,222.76585
add-top-20-102,-0.41204,-0.041967,9.89593,-4.30863,147.46646,481.23768,498.65817,1382.37673,0.06847,3.20E-05,3.70606,217.5457,5.47379,0.01656,6.16344,272.40233
add-top-20-111,-0.44644,-0.045692,9.86153,-4.30533,152.25221,479.32405,495.34509,1382.60468,0.06268,0.00489,4.88421,185.60412,4.50405,3.62E-04,5.89241,243.3086
add-top-20-117,-0.48878,-0.048883,9.81919,-4.30898,157.74757,476.83655,490.2314,1382.03281,0.0598,0.02534,5.96251,154.73545,3.63242,0.0295,5.27866,218.91307
add-top-20-122,-0.54158,-0.05061,9.76639,-4.31129,164.58186,473.70953,483.7392,1382.14856,0.05957,0.0962,6.76191,125.82769,2.89068,0.11959,4.2606,199.17384
add-top-20-15,-0.31105,0.013994,9.99692,-4.30573,118.16848,484.5621,501.44518,1376.83069,0.12134,0.00116,1.71532,446.50051,13.10509,0.19402,0.83269,843.87237
add-top-20-22,-0.31136,0.011716,9.99661,-4.30461,119.16892,485.37944,504.91042,1376.7303,0.13127,8.67E-04,1.41627,443.88039,13.28567,0.29884,0.06288,793.22869
add-top-20-29,-0.31241,0.008439,9.99556,-4.3032,120.69498,485.65922,506.91839,1377.57535,0.13802,0.00112,1.01655,436.72015,13.17314,0.35913,0.11502,735.62298
add-top-20-36,-0.31437,0.004904,9.9936,-4.30592,122.64455,485.80184,507.82371,1378.08606,0.14063,0.00116,0.59042,425.14432,12.79313,0.39286,0.72328,674.46546
add-top-20-44,-0.31601,-0.000236,9.99196,-4.30315,124.92252,485.3702,507.90922,1378.79954,0.13878,5.34E-04,0.23568,409.34194,12.19536,0.39221,1.6384,612.60526
add-top-20-51,-0.31881,-0.005733,9.98916,-4.29966,127.45804,485.19805,507.75577,1379.36866,0.13297,1.01E-04,0.03145,389.6676,11.43311,0.36283,2.63248,552.11608
add-top-20-59,-0.32385,-0.012018,9.98412,-4.30177,130.24031,485.42243,507.77955,1380.27259,0.12341,4.20E-05,0.02666,366.56199,10.55927,0.31603,3.62422,494.32216
add-top-20-66,-0.33192,-0.018656,9.97605,-4.30023,133.23227,485.84683,507.78103,1380.88139,0.11171,5.27E-04,0.27721,340.40269,9.60277,0.25617,4.50801,440.27111
add-top-20-74,-0.34445,-0.025001,9.96352,-4.29525,136.37747,484.34812,504.74025,1381.26805,0.10004,0.00151,0.78068,311.80578,8.58741,0.20168,5.14002,390.73055
add-top-20-8,-0.31099,0.015647,9.99699,-4.3051,117.79524,483.73414,498.33382,1376.66445,0.10931,4.50E-05,1.88006,444.40794,12.63883,0.08157,2.62259,883.27371
add-top-20-83,-0.36187,-0.031163,9.9461,-4.29719,139.76944,482.89595,501.67557,1381.27812,0.08895,0.00227,1.52778,281.42491,7.53923,0.13969,5.63677,346.02242
add-top-20-93,-0.3841,-0.036664,9.92387,-4.29946,143.40658,481.97708,500.13376,1381.86432,0.07792,0.00106,2.53611,249.76936,6.49313,0.06822,6.04973,306.52702
add-top-24-102,-1.27474,-0.091167,8.88863,-4.32662,176.78065,548.38581,580.90384,822.23569,0.26929,0.02736,8.20232,224.98026,12.5456,0.01034,1.12674,184.69636
add-top-24-111,-1.30145,-0.095255,8.86192,-4.3271,178.81648,545.71671,578.14093,821.95557,0.34405,0.05623,10.50827,193.95765,10.39627,0.03457,0.85791,167.82306
add-top-24-117,-1.33476,-0.099647,8.82861,-4.32225,181.44087,542.5297,574.30541,820.77468,0.44518,0.10214,12.78638,163.89305,8.41734,0.07383,0.59546,155.01254
add-top-24-15,-1.19088,-0.035495,8.97249,-4.28418,160.36844,549.67706,567.61151,813.09783,0.00975,3.60E-05,3.55355,467.88884,35.84313,0.07497,1.44634,552.0547
add-top-24-22,-1.19038,-0.037888,8.97299,-4.29391,161.3425,550.83338,571.24622,814.23434,0.01406,1.00E-06,2.7839,461.39193,35.02122,0.1078,0.53798,518.70834
add-top-24-29,-1.19039,-0.041137,8.97298,-4.30163,162.61652,551.93934,574.18676,815.98381,0.02066,1.34E-04,1.95255,450.89103,33.62829,0.11575,0.11036,482.22465
add-top-24-36,-1.19114,-0.044631,8.97223,-4.30596,164.0769,552.77359,576.65889,817.09604,0.02948,3.40E-05,1.05828,436.70799,31.79664,0.11657,0.00221,443.83704
add-top-24-44,-1.19403,-0.049454,8.96934,-4.30977,165.61306,552.44291,577.70923,818.3092,0.04125,3.00E-06,0.36589,418.90342,29.63702,0.1045,0.1329,404.68855
add-top-24-51,-1.19813,-0.055297,8.96524,-4.31457,167.18365,551.99249,578.71351,819.35751,0.05661,1.00E-06,0.0294,397.76524,27.25869,0.08014,0.35411,365.92526
add-top-24-59,-1.20301,-0.061254,8.96036,-4.31306,168.84597,552.66004,580.94029,820.52852,0.07444,1.10E-05,0.09714,373.73181,24.78505,0.05485,0.62177,328.47716
add-top-24-66,-1.21049,-0.068193,8.95288,-4.31893,170.49272,553.10952,581.86744,821.15472,0.09669,2.06E-04,0.64125,347.14322,22.26009,0.032,0.8232,293.18651
add-top-24-74,-1.22113,-0.074785,8.94224,-4.32735,172.01034,551.70195,580.66834,821.50766,0.12779,0.0013,1.56552,318.6268,19.70229,0.01285,0.8751,260.71722
add-top-24-8,-1.19139,-0.033798,8.97198,-4.28622,159.80941,548.54658,564.30967,811.83406,0.00722,5.70E-05,4.23983,469.92722,35.99712,0.03252,3.04416,580.67586
add-top-24-83,-1.23584,-0.081018,8.92753,-4.32443,173.46728,550.2193,581.27514,821.57665,0.16729,0.00505,3.14199,288.43501,17.19204,0.00184,0.99127,231.42224
add-top-24-93,-1.25341,-0.085839,8.90996,-4.32686,175.02389,549.59135,582.39397,822.09204,0.21296,0.01277,5.60608,256.80219,14.81096,6.85E-04,1.18069,205.8699
add-top-25-102,-1.28546,-0.084684,9.02252,-4.27652,133.62949,553.66772,569.98021,820.27833,0.55215,0.00131,10.83002,225.8948,9.53137,0.00326,5.60552,254.82229
add-top-25-111,-1.30602,-0.088509,9.00195,-4.27859,136.36887,551.61669,566.32649,820.54607,0.60616,0.00529,12.99435,193.91498,7.8149,0.01063,4.77073,233.59154
add-top-25-117,-1.33269,-0.092358,8.97528,-4.28452,139.37021,549.13142,562.22029,819.7566,0.6805,0.05478,14.9357,163.02909,6.20266,0.07823,3.82505,217.24139
add-top-25-122,-1.36704,-0.094596,8.94093,-4.28685,143.28625,546.46302,556.63418,819.55863,0.77169,0.23062,16.3246,133.93239,4.77177,0.22046,2.77629,205.49788
add-top-25-125,-1.41076,-0.095367,8.89721,-4.285,148.86364,543.1891,552.48545,819.18185,0.88262,0.72911,16.38353,107.66469,3.53972,0.41463,1.49305,197.83467
add-top-25-15,-1.25797,-0.030317,9.05,-4.28707,112.99389,553.42897,569.41364,803.92993,0.29574,0.00721,3.23481,479.94372,26.16379,0.243,1.28485,740.91327
add-top-25-22,-1.2562,-0.032698,9.05177,-4.28478,113.80436,554.46986,572.67368,805.14401,0.32095,0.01218,2.14545,473.91745,25.88781,0.35547,0.14059,695.19662
add-top-25-29,-1.25426,-0.035685,9.05371,-4.28363,115.0413,555.49674,575.04872,807.15956,0.3448,0.01208,1.1744,463.38916,25.1352,0.4068,0.07831,645.58571
add-top-25-36,-1.25292,-0.039189,9.05505,-4.28674,116.59695,556.3026,576.75018,808.70439,0.36586,0.0153,0.3759,448.66579,23.97265,0.43638,0.78535,593.73652
add-top-25-44,-1.25023,-0.044212,9.05774,-4.27981,118.34186,556.02531,576.91326,810.53254,0.38366,0.0193,0.01116,429.87884,22.49849,0.42839,1.93522,541.21387
add-top-25-51,-1.24722,-0.049514,9.06076,-4.2812,120.19827,555.68808,576.79196,812.30376,0.39917,0.02086,0.14781,407.44133,20.80665,0.37481,3.09235,489.66992
add-top-25-59,-1.24629,-0.055764,9.06168,-4.28562,122.25701,556.49197,577.58627,814.27584,0.41158,0.0223,0.80774,381.87481,18.99201,0.30668,4.19134,440.29426
add-top-25-66,-1.24618,-0.062002,9.06179,-4.27606,124.46285,557.13325,577.18731,815.81391,0.42564,0.02508,1.96973,353.71746,17.10608,0.24512,4.97696,394.22787
add-top-25-74,-1.25035,-0.068256,9.05762,-4.27072,126.64927,555.9267,574.44922,817.11825,0.44755,0.02626,3.41458,323.69844,15.16721,0.1772,5.23946,352.31386
add-top-25-8,-1.25942,-0.028916,9.04855,-4.28469,112.69762,552.44947,566.38033,802.77118,0.27187,0.0044,4.34587,481.033,25.91585,0.1022,3.93677,780.3446
add-top-25-83,-1.2582,-0.074131,9.04977,-4.27607,128.90452,554.66083,573.0098,818.02655,0.47799,0.01813,5.4419,291.95211,13.21635,0.09436,5.54627,314.59655
add-top-25-93,-1.26988,-0.079596,9.03809,-4.27465,131.18622,554.375,572.51433,819.36865,0.51186,0.00806,8.20102,258.86167,11.32531,0.03371,5.90103,281.72626
bridge-16-142,-1.52476,-0.09952,7.17078,-4.53104,307.91418,399.27022,491.82566,1280.64628,0.25596,0.04562,0.73448,126.47808,3.41685,3.45E-04,17.71454,6.8222
bridge-16-144,-1.3016,-0.09423,7.39395,-4.53226,291.15568,406.738,490.43709,1285.22458,0.03301,0.06458,0.76378,135.00761,4.18345,0.06474,13.94871,5.37689
bridge-16-149,-1.12701,-0.08901,7.56854,-4.52652,273.72038,415.72688,489.14363,1290.11952,0.00502,0.05258,0.75421,144.84022,5.39508,0.34898,10.02029,5.06187
bridge-16-168,-1.48968,-0.1006,7.20587,-4.54516,303.02037,400.85688,498.46324,1280.47787,0.13175,0.0518,0.81112,126.04279,3.66101,0.19039,16.9017,7.31889
bridge-16-170,-1.27067,-0.09605,7.42488,-4.54646,284.97381,410.20993,496.62175,1284.39895,0.00967,0.04153,0.76825,134.80692,4.43479,0.00212,13.64342,5.74719
bridge-16-172,-1.10008,-0.09057,7.59547,-4.54056,269.46103,419.38057,493.4925,1288.83776,0.01546,0.03237,0.69904,144.71685,5.60823,0.1538,10.03028,5.37258
bridge-16-179,-0.96383,-0.08615,7.73172,-4.52975,257.88869,426.5746,490.0535,1293.22926,0.08481,0.01959,0.64713,155.70984,6.93755,0.43006,6.63699,6.02264
bridge-16-196,-1.47462,-0.10068,7.22093,-4.56492,312.10877,401.33498,506.29767,1280.3748,0.07633,0.03742,0.89916,125.22451,4.0782,0.34015,15.78653,7.81049
bridge-16-198,-1.25333,-0.09678,7.44221,-4.55671,288.37082,411.05032,502.29071,1283.49864,0.00209,0.0251,0.7854,134.34316,4.68363,0.00906,13.16033,6.12644
bridge-16-201,-1.08282,-0.09209,7.61273,-4.55003,268.76416,420.46869,497.60801,1287.64276,0.02766,0.01959,0.66886,144.40151,5.71623,0.04762,9.98653,5.69423
bridge-16-203,-0.94784,-0.08804,7.74771,-4.54124,256.07674,428.5474,492.86299,1291.9675,0.10609,0.0111,0.57174,155.44642,7.00095,0.21774,6.84789,6.31812
bridge-16-227,-1.46997,-0.10183,7.22557,-4.57684,322.47635,400.46922,512.52091,1280.65689,0.05659,0.01949,0.98231,124.3297,4.59402,0.27307,14.89615,8.23307
bridge-16-231,-1.2443,-0.09724,7.45124,-4.56685,294.21705,411.35423,506.91042,1283.21402,1.72E-04,0.01323,0.80977,133.8193,4.89975,0.0236,12.71735,6.46042
bridge-16-233,-1.0721,-0.09295,7.62345,-4.55882,270.98089,421.40109,501.57278,1286.70379,0.03589,0.00985,0.65273,144.04792,5.77761,0.0084,9.88298,5.98116
bridge-16-237,-0.93735,-0.08927,7.7582,-4.54764,256.76605,429.98336,495.8267,1290.94414,0.11776,0.00522,0.5218,155.14868,7.0059,0.08833,6.96241,6.57578
