name,Eads,delta_e,Ebonding,d-band,f3,f4,f5,f6,iz3,iz4,iz5,iz6,izz3,izz4,izz5,izz6
bridge-19-63,-0.55635,-0.04398,8.63535,-4.34512,181.69232,449.22901,487.10027,1300.65728,0.00158,0.08778,2.23724,239.46354,13.34089,0.0074,0.01909,53.70842
bridge-19-64,-0.61046,-0.04681,8.58124,-4.35975,190.90665,445.28035,485.50077,1299.35108,3.30E-05,0.08225,2.62168,220.31938,12.81465,0.00243,0.1212,45.01297
bridge-19-65,-0.46924,-0.03733,8.72246,-4.34878,163.69445,451.42313,489.81683,1299.78807,0.08039,0.09204,1.38555,280.31268,13.20828,0.13018,1.6522,78.97075
bridge-19-66,-0.46904,-0.0372,8.72266,-4.34875,163.75445,452.11386,489.78824,1300.0082,0.07398,0.0922,1.39722,280.11637,13.2692,0.1111,1.4833,78.82068
bridge-19-68,-0.46806,-0.03773,8.72364,-4.34861,163.61216,452.80713,489.98199,1300.21765,0.06701,0.08811,1.38218,279.95328,13.30825,0.08722,1.33055,78.88725
bridge-19-70,-0.50757,-0.04081,8.68413,-4.34563,172.47104,451.98007,488.33491,1300.9045,0.01477,0.07148,1.80721,259.28252,13.50393,0.01705,0.37525,65.09143
bridge-19-71,-0.67156,-0.0496,8.52014,-4.37485,199.70893,439.57712,484.9991,1297.40411,5.50E-05,0.06975,2.95422,201.94476,11.97585,0.00109,0.6778,38.62249
bridge-19-72,-0.46618,-0.03783,8.72552,-4.35071,163.2777,454.01553,490.33461,1300.30495,0.0596,0.0819,1.33586,279.78986,13.32916,0.06428,1.18806,79.13216
bridge-19-74,-0.55065,-0.04473,8.64105,-4.35627,179.39392,449.36902,488.05859,1300.39776,8.22E-04,0.07549,2.09723,239.62876,13.2034,0.00304,0.0107,54.40687
bridge-19-75,-0.46373,-0.03817,8.72797,-4.35626,162.77756,454.88707,490.89623,1300.43131,0.05192,0.06552,1.27605,279.59135,13.33432,0.03901,1.06448,79.51303
bridge-19-76,-0.74106,-0.05296,8.45064,-4.39144,207.92641,432.99869,483.83005,1294.25809,0.00173,0.04919,3.27834,184.24902,10.85772,0.00195,1.60966,34.32342
bridge-19-77,-0.50328,-0.04172,8.68842,-4.3527,171.0941,452.23476,489.33102,1300.83124,0.01138,0.0657,1.67529,259.29461,13.43002,0.00946,0.31503,65.75339
bridge-19-78,-0.60322,-0.04771,8.58848,-4.36855,187.07587,444.67327,486.62148,1299.06644,2.30E-04,0.06846,2.46375,220.58693,12.64088,6.63E-04,0.13791,45.64914
bridge-19-79,-0.42684,-0.03538,8.76487,-4.36274,153.31993,452.89637,492.87997,1298.22063,0.1615,0.06264,0.70707,301.25732,12.58522,0.14845,2.42356,98.38162
bridge-19-80,-0.46049,-0.03855,8.73121,-4.36113,162.14922,454.36389,491.32795,1300.49057,0.04421,0.05326,1.19848,279.33585,13.3254,0.0215,0.95121,79.9861
bridge-19-81,-0.66254,-0.05123,8.52916,-4.38335,194.26887,438.316,485.95079,1296.68775,2.75E-04,0.05716,2.81939,202.18172,11.77158,3.12E-04,0.69452,39.15247
bridge-19-82,-0.4267,-0.03543,8.765,-4.36336,153.49668,454.02252,493.50915,1298.78199,0.14935,0.06493,0.72412,300.80609,12.69352,0.13406,2.22739,97.82689
bridge-19-84,-0.42571,-0.03537,8.76599,-4.36387,153.56598,454.97988,493.67425,1298.88786,0.13664,0.05727,0.72755,300.34523,12.78126,0.10064,2.0509,97.53437
bridge-19-86,-0.4984,-0.04245,8.6933,-4.35816,169.56355,452.03465,490.396,1300.6616,0.00835,0.0594,1.54691,259.20847,13.35032,0.00396,0.26597,66.39912
bridge-19-87,-0.54466,-0.04568,8.64704,-4.36358,177.05,448.34802,488.73084,1300.03573,2.98E-04,0.06008,1.95047,239.69391,13.07024,5.68E-04,0.00492,55.05618
bridge-19-88,-0.42418,-0.03564,8.76752,-4.36639,153.54534,456.27769,493.70884,1299.22831,0.12333,0.04696,0.70959,299.85866,12.8524,0.06771,1.87956,97.45503
bridge-19-90,-0.45682,-0.03885,8.73488,-4.36646,161.44928,453.75527,491.64788,1300.39875,0.03688,0.04349,1.10725,279.01018,13.30295,0.0102,0.84727,80.5057
bridge-19-91,-0.59588,-0.04898,8.59582,-4.37667,183.74183,443.25398,487.8405,1298.54892,5.53E-04,0.0536,2.29989,220.72339,12.46711,4.30E-05,0.15477,46.20578
bridge-19-92,-0.42207,-0.03608,8.76963,-4.36878,153.45046,456.06063,493.73556,1299.28302,0.11,0.03685,0.6742,299.31478,12.90734,0.04278,1.71435,97.53717
bridge-19-93,-0.72996,-0.05489,8.46174,-4.39693,200.5214,432.52461,485.33007,1293.54175,7.65E-04,0.05196,3.15566,184.35346,10.58811,1.96E-04,1.63264,34.80473
bridge-19-94,-0.4933,-0.04313,8.6984,-4.37276,168.06934,450.80529,491.39173,1300.56156,0.0058,0.04772,1.4143,259.0227,13.26575,5.28E-04,0.22296,66.9947
bridge-19-95,-0.41949,-0.03648,8.77221,-4.37182,153.30955,455.13187,493.72364,1299.3018,0.09683,0.02848,0.62162,298.70557,12.94821,0.02381,1.55635,97.7339
bridge-19-96,-0.65356,-0.0523,8.53814,-4.39144,189.71684,437.97289,487.8454,1296.29074,6.08E-04,0.0445,2.66627,202.2432,11.55983,5.40E-05,0.71442,39.61585
bridge-19-97,-0.45287,-0.04023,8.73883,-4.37164,160.74765,453.41056,492.48398,1300.48271,0.03011,0.03555,0.9994,278.61207,13.26975,0.00358,0.74922,81.02675
bridge-19-98,-0.53837,-0.04738,8.65333,-4.37103,174.84963,446.87983,489.55978,1299.81148,3.00E-05,0.04644,1.79176,239.64771,12.93588,3.40E-05,0.00125,55.61916
bridge-19-99,-0.39004,-0.0335,8.80166,-4.37369,144.78969,453.45195,494.05659,1296.15875,0.26986,0.0317,0.17395,320.67189,11.78598,0.15395,2.79709,121.44977
bridge-20-100,-0.41856,-0.02715,8.93786,-4.36049,127.8051,460.77954,497.64663,1295.063,0.27046,0.02597,0.02812,332.81221,11.24084,0.1353,1.94296,171.16772
bridge-20-104,-0.43943,-0.03128,8.917,-4.36105,135.12227,460.44432,499.6429,1297.74992,0.11454,0.02907,0.30773,311.46804,12.31599,0.00803,1.28847,140.29558
bridge-20-105,-0.57835,-0.04448,8.77808,-4.36579,161.60088,451.87595,495.86107,1297.71846,9.89E-04,0.05065,2.26992,229.6896,11.4885,0.01193,0.01262,72.56263
bridge-20-108,-0.46461,-0.03466,8.89182,-4.36378,141.86678,458.56827,499.90558,1298.87261,0.04749,0.0382,0.66509,291.01381,12.50547,4.10E-04,0.75988,118.36217
bridge-20-109,-0.49646,-0.03868,8.85997,-4.36205,148.3272,456.57839,499.05173,1299.1948,0.01703,0.0489,1.12628,270.60065,12.38875,0.00526,0.33264,100.07185
bridge-20-111,-0.68351,-0.04928,8.67292,-4.3716,174.53037,444.34116,492.84378,1293.27674,0.00286,0.03682,3.60797,189.789,9.72102,0.00957,0.7044,56.83754
bridge-20-112,-0.43662,-0.03115,8.91981,-4.36169,135.03104,459.54732,500.0159,1297.94509,0.10297,0.02109,0.2774,310.77337,12.35767,0.00109,1.20795,140.02696
bridge-20-113,-0.53217,-0.04205,8.82425,-4.3652,154.3434,453.85349,497.22369,1298.5822,0.00428,0.04713,1.61505,249.98561,11.99188,0.01221,0.05525,84.89352
bridge-20-115,-0.62489,-0.04741,8.73153,-4.37398,167.16179,448.5557,495.73843,1295.80426,6.37E-04,0.03948,2.86648,209.38139,10.60345,0.01296,0.22596,63.35255
bridge-20-117,-0.46099,-0.03519,8.89544,-4.36586,141.55714,456.54917,500.51974,1298.86486,0.04143,0.0279,0.6002,290.41932,12.47866,0.0049,0.70696,118.28955
bridge-20-121,-0.57334,-0.04601,8.78308,-4.37589,159.9392,450.64661,496.70132,1297.40467,8.10E-04,0.03707,2.16173,229.42119,11.31409,0.01545,0.0146,72.69742
bridge-20-123,-0.4328,-0.0308,8.92362,-4.36459,134.98462,457.34342,500.38146,1297.98139,0.09202,0.01282,0.24513,309.99369,12.38939,8.04E-04,1.13521,139.70651
bridge-20-124,-0.49195,-0.03907,8.86448,-4.36885,147.71409,455.06676,499.42076,1299.07284,0.01441,0.03463,1.03098,270.14436,12.30515,0.01266,0.30122,100.08398
bridge-20-127,-0.7404,-0.05323,8.61603,-4.37013,177.7744,436.19065,487.90923,1288.99673,0.01476,0.0064,4.26088,170.67921,8.4192,7.50E-05,1.40818,53.3834
bridge-20-130,-0.52741,-0.04281,8.82901,-4.37076,153.43596,452.40295,497.94683,1298.49133,0.00348,0.03121,1.5112,249.61133,11.8538,0.01772,0.0464,84.91312
bridge-20-131,-0.6751,-0.05142,8.68133,-4.37257,171.41598,442.54366,493.0379,1292.79732,0.00291,0.01427,3.48943,189.53712,9.4526,0.00312,0.71088,57.0857
bridge-20-133,-0.45646,-0.03544,8.89997,-4.36437,141.36625,454.82951,501.02779,1298.94694,0.03569,0.01926,0.54471,289.71161,12.45116,0.01284,0.66296,118.0489
bridge-20-135,-0.61748,-0.04893,8.73894,-4.37568,164.8538,446.56116,496.0915,1295.50979,5.55E-04,0.02821,2.75575,209.06873,10.37588,0.01142,0.23408,63.51035
bridge-20-137,-0.48705,-0.03946,8.86937,-4.36918,147.27781,453.21837,499.53993,1298.91218,0.01202,0.02276,0.94603,269.58997,12.2201,0.02064,0.27346,99.93887
bridge-20-139,-0.56685,-0.04654,8.78957,-4.37384,158.68051,449.04426,498.01201,1297.20105,6.57E-04,0.02901,2.06203,229.04446,11.13667,0.0161,0.01715,72.73407
bridge-20-142,-0.90082,-0.05912,8.45561,-4.35261,190.71171,424.99324,482.53931,1280.9511,0.16391,1.80E-05,5.79981,135.02378,5.73344,2.80E-04,3.0106,55.17144
bridge-20-144,-0.80652,-0.05718,8.54991,-4.3654,179.84545,430.69602,485.09007,1284.76301,0.05333,0.00166,5.02979,152.16832,7.03276,3.49E-04,2.15013,52.76353
bridge-20-147,-0.52165,-0.04384,8.83478,-4.37339,152.77445,450.55844,498.69584,1298.38042,0.00278,0.01919,1.41526,249.14325,11.71666,0.02137,0.03835,84.80645
bridge-20-149,-0.73017,-0.05525,8.62626,-4.37479,174.58278,436.06592,489.04654,1288.57703,0.01537,0.00183,4.16459,170.3307,8.21871,4.66E-04,1.36429,53.59861
bridge-20-151,-0.4516,-0.03635,8.90482,-4.36559,141.28053,452.98653,501.26828,1299.05195,0.03046,0.0113,0.48743,288.93227,12.4252,0.02263,0.61729,117.6549
bridge-20-153,-0.66642,-0.05284,8.69001,-4.37936,169.13306,440.54347,492.26676,1292.0902,0.00295,0.00685,3.3578,189.21885,9.2053,6.91E-04,0.72286,57.27625
bridge-20-156,-0.48196,-0.04081,8.87446,-4.36919,146.97972,450.92276,499.66617,1298.88716,0.00987,0.01401,0.86494,268.97371,12.13798,0.0264,0.24635,99.65669
bridge-20-157,-0.61046,-0.05022,8.74597,-4.38049,162.73207,444.41676,495.91165,1295.15315,4.22E-04,0.01606,2.64893,208.68876,10.14083,0.00749,0.25118,63.6173
bridge-20-161,-0.56049,-0.04786,8.79593,-4.37815,157.67485,447.4227,499.07478,1297.03861,5.09E-04,0.01559,1.97354,228.59107,10.95812,0.01448,0.02159,72.70271
bridge-20-163,-0.44706,-0.03739,8.90937,-4.36835,141.28025,450.31744,501.29118,1298.96425,0.02585,0.00606,0.43981,288.1099,12.40336,0.03079,0.5767,117.12758
bridge-20-165,-0.51637,-0.04529,8.84005,-4.37461,152.31582,448.52613,499.20789,1298.21155,0.00217,0.01358,1.33015,248.60781,11.58638,0.02067,0.03143,84.60847
bridge-20-168,-0.89046,-0.06087,8.46597,-4.36081,184.38119,425.37694,483.7023,1281.23365,0.16286,0.00238,5.84406,134.35913,5.72861,3.83E-04,2.83747,55.40045
bridge-20-170,-0.79721,-0.059,8.55922,-4.37359,175.2436,430.89754,486.94803,1284.8604,0.05058,0.00121,5.0187,151.58557,6.85107,6.76E-04,2.07274,53.02396
bridge-20-172,-0.72167,-0.05645,8.63476,-4.38141,172.43133,435.62041,489.90526,1288.46328,0.01543,0.00171,4.09581,169.8607,8.02101,4.76E-04,1.33215,53.80204
bridge-20-175,-0.47694,-0.04204,8.87949,-4.37179,146.79504,448.76721,499.7129,1298.8106,0.008,0.00858,0.80156,268.3142,12.06117,0.02745,0.22388,99.26297
bridge-20-179,-0.65907,-0.054,8.69736,-4.38572,167.64229,439.52078,491.8385,1291.69772,0.00296,0.00401,3.2575,188.81594,9.00637,8.70E-05,0.73145,57.43511
bridge-20-181,-0.60418,-0.05132,8.75225,-4.38651,161.17251,443.34716,495.82862,1294.72371,2.99E-04,0.00671,2.54194,208.26886,9.91801,0.00355,0.27345,63.70078
bridge-20-183,-0.44264,-0.03849,8.91378,-4.36785,141.34217,448.38473,501.55169,1299.07456,0.02187,0.00282,0.39282,287.29501,12.3857,0.03452,0.53626,116.50722
bridge-20-185,-0.55522,-0.04908,8.8012,-4.38093,156.82661,445.58175,499.27898,1296.74218,3.42E-04,0.00896,1.8827,228.10344,10.78349,0.01118,0.02809,72.64619
bridge-20-189,-0.51115,-0.04592,8.84528,-4.3787,152.02241,446.351,499.73904,1297.9872,0.00165,0.00701,1.26241,248.0502,11.46428,0.01837,0.02505,84.36653
bridge-20-193,-0.47233,-0.04255,8.88409,-4.37562,146.71062,447.03422,500.00976,1298.82442,0.00646,0.0038,0.74533,267.66716,11.98938,0.02604,0.20295,98.81464
bridge-20-196,-0.88402,-0.06181,8.4724,-4.37574,183.03867,424.75507,485.54111,1281.1497,0.17499,0.0062,5.85801,133.75201,5.74431,0.0015,2.66431,55.57847
bridge-20-198,-0.79071,-0.05986,8.56572,-4.38162,173.97374,430.20825,488.4063,1284.61444,0.05188,0.00219,4.99952,151.04292,6.71849,3.12E-04,2.00581,53.29528
bridge-20-201,-0.71553,-0.05721,8.6409,-4.38988,170.4518,434.82668,490.8103,1288.20654,0.01455,0.00178,4.05428,169.37643,7.82638,5.58E-04,1.32174,54.03359
bridge-20-203,-0.65307,-0.05453,8.70335,-4.39454,166.65309,438.95384,492.35573,1291.53112,0.0029,0.00177,3.17666,188.40705,8.83221,1.20E-05,0.74272,57.59421
bridge-20-207,-0.43873,-0.03917,8.91769,-4.36987,141.44482,446.7795,501.53239,1299.06297,0.0186,0.00119,0.35462,286.51862,12.37005,0.0318,0.50342,115.84731
bridge-20-209,-0.59906,-0.05206,8.75737,-4.39347,160.26052,442.12072,495.57781,1294.39485,1.97E-04,0.00331,2.44243,207.85923,9.72495,0.00152,0.29651,63.7852
bridge-20-211,-0.55053,-0.04966,8.80589,-4.38945,156.20637,443.70662,499.23403,1296.57404,1.81E-04,0.0056,1.80808,227.63199,10.62441,0.00701,0.03577,72.59986
bridge-20-215,-0.50713,-0.04686,8.84929,-4.38289,151.86213,444.81378,500.61174,1297.94681,0.00119,0.00387,1.20521,247.52731,11.35598,0.01274,0.01951,84.13332
bridge-20-219,-0.46891,-0.04324,8.88752,-4.37803,146.72281,445.22486,500.17043,1298.89099,0.00522,0.00111,0.69728,267.07881,11.92638,0.02073,0.18434,98.38415
bridge-20-223,-0.43557,-0.04019,8.92085,-4.36972,141.57308,444.43186,501.24126,1299.0203,0.01603,1.87E-04,0.32833,285.82847,12.35548,0.02578,0.47995,115.22031
bridge-20-227,-0.88082,-0.06181,8.4756,-4.39613,184.15764,423.97556,487.17491,1281.25865,0.18467,0.00495,5.85264,133.29447,5.70263,6.32E-04,2.54398,55.71573
bridge-20-231,-0.78632,-0.05933,8.5701,-4.39719,174.16856,429.81827,489.63713,1284.78802,0.05463,0.0025,4.97815,150.63177,6.63954,1.03E-04,1.96059,53.53686
bridge-20-233,-0.71086,-0.0568,8.64556,-4.40205,169.25445,434.30781,491.96602,1287.99187,0.0141,0.00125,4.0346,168.97742,7.68134,4.47E-04,1.31707,54.26812
bridge-20-237,-0.64886,-0.05426,8.70757,-4.40292,165.80246,438.19998,492.9131,1291.23434,0.0027,4.97E-04,3.11815,188.0595,8.67582,1.65E-04,0.75807,57.75522
bridge-20-239,-0.59532,-0.05189,8.76111,-4.3996,159.74595,441.01865,495.15841,1294.07196,1.19E-04,0.00175,2.37609,207.50897,9.57336,6.27E-04,0.31566,63.86703
bridge-20-241,-0.54765,-0.04998,8.80878,-4.39548,155.87671,443.03639,499.52643,1296.54349,7.10E-05,0.00265,1.75374,227.24291,10.49658,0.00337,0.04348,72.56862
bridge-20-247,-0.50432,-0.04718,8.85211,-4.38692,151.80684,444.21114,501.42859,1297.90282,8.21E-04,0.00107,1.15473,247.10431,11.26852,0.00711,0.01462,83.9459
bridge-20-249,-0.46647,-0.04427,8.88996,-4.38786,146.79963,443.55351,500.09034,1298.6874,0.0043,4.01E-04,0.66111,266.59573,11.87628,0.01157,0.1719,98.03339
bridge-20-253,-0.43314,-0.04051,8.92329,-4.36876,141.71426,442.48859,501.22723,1299.05336,0.01416,6.00E-05,0.31019,285.27665,12.34356,0.01419,0.46553,114.70471
bridge-20-267,-0.87933,-0.06039,8.4771,-4.4086,184.94123,424.24018,488.18197,1281.01034,0.18811,0.00146,5.84866,132.99665,5.65138,5.60E-05,2.48543,55.81279
bridge-20-269,-0.78384,-0.05892,8.57258,-4.40795,174.41644,430.18312,490.36358,1284.67757,0.05649,0.00151,4.9706,150.35904,6.58751,0,1.9373,53.7036
bridge-20-271,-0.70822,-0.0564,8.64821,-4.41122,169.18611,434.69912,493.27134,1287.98823,0.01444,4.41E-04,4.01664,168.71488,7.60248,2.04E-04,1.31507,54.43571
bridge-20-273,-0.64663,-0.05427,8.7098,-4.41513,165.06101,438.13585,493.19313,1291.23691,0.00239,2.15E-04,3.08633,187.8127,8.56535,1.20E-04,0.77248,57.86884
bridge-20-275,-0.5932,-0.05173,8.76323,-4.4057,159.46361,440.84763,494.89878,1293.90681,7.00E-05,7.34E-04,2.34188,207.26112,9.47692,9.30E-05,0.32838,63.91761
bridge-20-277,-0.54268,-0.04967,8.81375,-4.43009,155.78174,442.9589,499.90297,1296.5844,2.10E-05,4.56E-04,1.71426,226.98623,10.41488,7.08E-04,0.04997,72.5454
bridge-20-281,-0.5027,-0.04732,8.85372,-4.39076,151.81481,443.44639,501.65185,1297.89733,5.78E-04,2.40E-04,1.12388,246.82437,11.21174,0.00204,0.01176,83.82619
bridge-20-284,-0.46469,-0.04429,8.89174,-4.38269,146.89253,443.29159,500.27379,1298.98621,0.00369,2.40E-04,0.63961,266.28096,11.84539,0.00304,0.16455,97.80337
bridge-20-38,-0.56264,-0.03606,8.79378,-4.33025,167.7544,454.19923,492.53144,1299.48394,0.01413,0.08468,2.3261,248.73312,12.7421,0.06811,0.30743,80.24726
bridge-20-39,-0.56254,-0.03579,8.79389,-4.3289,167.29136,455.60572,492.75829,1299.4178,0.01373,0.10481,2.32503,248.99879,12.74827,0.05749,0.24351,80.56126
bridge-20-41,-0.60636,-0.03852,8.75007,-4.34644,177.02095,453.95677,491.51394,1298.68161,0.00265,0.11907,2.89201,228.73127,12.38923,0.00757,0.00195,69.27801
bridge-20-43,-0.56135,-0.03622,8.79508,-4.3309,166.37146,456.54596,493.16472,1299.3869,0.01311,0.1168,2.30374,249.30906,12.73351,0.04309,0.19567,81.00849
bridge-20-45,-0.55954,-0.0366,8.79689,-4.33263,165.22563,456.67052,492.99725,1299.32694,0.01226,0.11205,2.27564,249.63534,12.69582,0.02699,0.16134,81.55447
bridge-20-47,-0.60257,-0.03959,8.75386,-4.34498,173.9527,454.60764,492.40407,1298.58611,0.00221,0.1235,2.81484,229.15914,12.26642,0.00192,0.00443,70.01468
bridge-20-48,-0.65475,-0.04228,8.70168,-4.35566,185.71877,451.12686,490.91411,1297.17556,0.00106,0.09058,3.39675,209.11535,11.57008,1.24E-04,0.23826,61.12703
bridge-20-49,-0.55699,-0.0369,8.79943,-4.33615,163.99382,457.07658,493.18018,1299.20697,0.01124,0.11613,2.20398,249.94783,12.63223,0.01561,0.13204,82.16163
bridge-20-50,-0.71503,-0.04471,8.64139,-4.36776,196.44336,447.14201,489.80982,1294.91572,0.00387,0.04872,3.99566,189.77262,10.63162,9.53E-04,0.77482,55.06304
bridge-20-51,-0.51904,-0.03369,8.83739,-4.33589,155.15623,457.20066,493.64723,1299.05309,0.04483,0.0929,1.59226,271.01254,12.63663,0.1044,0.85516,97.50798
bridge-20-52,-0.51882,-0.03381,8.8376,-4.3354,155.06074,458.63196,493.84443,1299.40339,0.04244,0.10135,1.60683,271.07583,12.67638,0.08582,0.74981,97.49235
bridge-20-54,-0.51774,-0.034,8.83868,-4.3366,154.70777,458.6811,494.24577,1299.16986,0.04002,0.11454,1.59158,271.17305,12.69179,0.06918,0.65781,97.65627
bridge-20-56,-0.59845,-0.04061,8.75797,-4.35586,171.29579,455.18453,492.88367,1298.39265,0.00192,0.10678,2.72935,229.48946,12.11803,1.90E-05,0.00659,70.72606
bridge-20-57,-0.55389,-0.03753,8.80254,-4.33868,162.65093,457.93087,494.0183,1299.25203,0.01004,0.11105,2.12275,250.20101,12.54596,0.00641,0.1107,82.79279
bridge-20-58,-0.64895,-0.04296,8.70748,-4.36009,180.34976,451.88024,491.62696,1296.90584,7.01E-04,0.09504,3.2915,209.43569,11.38899,0.00284,0.24286,61.79361
bridge-20-59,-0.51645,-0.03436,8.83997,-4.33648,154.11969,459.35274,494.97539,1299.39607,0.03701,0.1206,1.55955,271.28014,12.69073,0.04964,0.58328,97.95295
bridge-20-60,-0.78594,-0.047,8.57048,-4.37731,206.49308,441.02713,488.67499,1291.89807,0.02162,0.01763,4.58722,171.09426,9.53336,2.86E-04,1.5031,51.66043
bridge-20-61,-0.51395,-0.03479,8.84248,-4.34003,153.3125,459.98865,495.20519,1299.32242,0.0336,0.10771,1.52221,271.35699,12.67283,0.02759,0.52475,98.34461
bridge-20-62,-0.70772,-0.0461,8.6487,-4.36886,189.06371,445.97735,489.27704,1294.62457,0.00295,0.04884,3.90451,190.0193,10.41526,0.00454,0.76962,55.64622
bridge-20-63,-0.55014,-0.03823,8.80629,-4.34243,161.0308,458.27036,495.16367,1299.23833,0.00871,0.11299,2.02455,250.36393,12.44709,0.00167,0.09444,83.40606
bridge-20-64,-0.59369,-0.04123,8.76273,-4.35291,168.81078,455.32041,493.50712,1298.24308,0.00168,0.1034,2.60938,229.71186,11.96037,8.82E-04,0.00845,71.3688
bridge-20-65,-0.48087,-0.03203,8.87556,-4.34216,144.36182,459.8227,495.96623,1298.02263,0.10115,0.08231,0.90709,293.0477,12.30864,0.14324,1.48731,118.58413
bridge-20-66,-0.48044,-0.03186,8.87599,-4.35383,144.34092,460.15991,496.09208,1298.20662,0.09517,0.08879,0.92841,292.9063,12.39483,0.12037,1.35253,118.12465
bridge-20-68,-0.47985,-0.03197,8.87657,-4.34551,144.17855,460.45977,496.34084,1298.39822,0.08887,0.09135,0.93129,292.78492,12.45766,0.09259,1.23292,117.88799
bridge-20-70,-0.51144,-0.03575,8.84498,-4.3424,152.32067,460.0159,495.64146,1299.27517,0.02993,0.09629,1.45899,271.38476,12.64005,0.01262,0.47173,98.78631
bridge-20-71,-0.64345,-0.04442,8.71297,-4.36238,176.19875,450.73298,492.41783,1296.7104,6.25E-04,0.08412,3.19096,209.63297,11.19937,0.00655,0.23809,62.35887
bridge-20-72,-0.47847,-0.03234,8.87795,-4.35173,143.90006,461.32698,496.72989,1298.48576,0.08222,0.09133,0.91028,292.65261,12.50096,0.06645,1.1219,117.82616
bridge-20-73,-0.77534,-0.04739,8.58109,-4.3746,197.52907,440.72843,489.1991,1291.30837,0.0183,0.03095,4.51325,171.18439,9.23034,0.00582,1.4878,52.22528
bridge-20-74,-0.54626,-0.0395,8.81016,-4.34516,159.11719,458.08242,495.81932,1299.13057,0.00737,0.09902,1.93145,250.42607,12.34594,1.20E-05,0.08278,83.95731
bridge-20-75,-0.47635,-0.03232,8.88007,-4.35457,143.54127,461.99257,497.3485,1298.64089,0.07516,0.07967,0.88104,292.47528,12.52842,0.03828,1.03055,117.88677
bridge-20-76,-0.70049,-0.04737,8.65593,-4.37055,183.17412,445.21351,490.05854,1294.15088,0.00274,0.05626,3.79202,190.10352,10.19689,0.01041,0.74588,56.12771
bridge-20-77,-0.50809,-0.03631,8.84834,-4.3456,151.21703,460.0657,496.61121,1299.29057,0.0263,0.09025,1.37204,271.34153,12.59347,0.00454,0.42398,99.22858
bridge-20-78,-0.58867,-0.0422,8.76776,-4.35467,166.18994,454.50231,494.35992,1298.16535,0.00142,0.08486,2.49688,229.82927,11.8097,0.00404,0.00979,71.90343
bridge-20-79,-0.44756,-0.03002,8.90886,-4.35316,135.4733,460.22737,497.41513,1296.57853,0.184,0.05519,0.33941,314.13046,11.76416,0.15892,1.97271,143.70288
bridge-20-80,-0.47408,-0.03306,8.88234,-4.35176,143.13174,461.36727,497.85609,1298.75525,0.0679,0.06945,0.83944,292.23075,12.54171,0.01873,0.95018,118.0205
bridge-20-81,-0.63724,-0.04538,8.71919,-4.36678,172.61563,449.28677,493.04895,1296.26346,6.27E-04,0.0651,3.09772,209.68777,11.01007,0.00948,0.23069,62.80314
bridge-20-82,-0.44742,-0.02995,8.909,-4.35325,135.53174,460.99447,498.34419,1297.08362,0.17335,0.06107,0.35751,313.81137,11.90208,0.14291,1.83026,142.65159
bridge-20-84,-0.44645,-0.02965,8.90998,-4.35426,135.51534,461.60894,498.73478,1297.14483,0.16228,0.05841,0.3691,313.46413,12.01766,0.10657,1.70871,141.86771
bridge-20-86,-0.50451,-0.03707,8.85191,-4.35072,150.11836,459.69615,497.65387,1299.21776,0.02295,0.0807,1.29061,271.19668,12.53467,4.87E-04,0.38939,99.61602
bridge-20-87,-0.54161,-0.03995,8.81481,-4.35251,157.20012,456.92724,496.22802,1298.92907,0.00618,0.08012,1.83269,250.38864,12.2403,0.00206,0.07316,84.40813
bridge-20-88,-0.44536,-0.03017,8.91106,-4.35421,135.44866,462.64128,498.93451,1297.46527,0.15055,0.05245,0.36773,313.07624,12.11537,0.0709,1.59154,141.29622
bridge-20-90,-0.47109,-0.03327,8.88533,-4.35431,142.69637,460.68598,498.22728,1298.73631,0.06075,0.05962,0.78798,291.90776,12.54073,0.00679,0.87913,118.17745
bridge-20-91,-0.58373,-0.04369,8.77269,-4.35851,163.69916,453.03227,495.21916,1297.85834,0.0012,0.06613,2.37867,229.83218,11.65449,0.00803,0.01127,72.30363
bridge-20-92,-0.44363,-0.03021,8.91279,-4.35704,135.34869,462.26334,499.12158,1297.52505,0.1386,0.04435,0.3559,312.61921,12.1961,0.04272,1.48107,140.87953
bridge-20-93,-0.6925,-0.04779,8.66392,-4.37169,178.42574,444.74393,491.60649,1293.83235,0.00279,0.05719,3.70082,189.99622,9.97156,0.01417,0.71559,56.52116
bridge-20-94,-0.50031,-0.0375,8.85612,-4.35829,149.13295,458.41433,498.57009,1299.23698,0.01988,0.06498,1.20585,270.95668,12.46585,6.99E-04,0.35921,99.91096
bridge-20-95,-0.44148,-0.03045,8.91494,-4.35906,135.23316,461.28562,499.27501,1297.57518,0.12655,0.03688,0.33246,312.0854,12.26246,0.02174,1.37611,140.56734
bridge-20-96,-0.63165,-0.04657,8.72477,-4.36941,169.63754,448.83198,494.5512,1296.15272,6.39E-04,0.04912,2.98193,209.6028,10.8143,0.01165,0.22677,63.12424
bridge-20-97,-0.468,-0.03454,8.88843,-4.3565,142.26264,460.26764,499.07835,1298.90881,0.0539,0.05012,0.723,291.50979,12.52769,0.00106,0.81246,118.311
bridge-20-98,-0.53687,-0.04132,8.81956,-4.35938,155.57974,455.48297,496.86407,1298.87346,0.00516,0.06314,1.72056,250.2513,12.12287,0.00658,0.06374,84.72703
