Name,ΔG-homo,ΔG-M1,ΔG-M2,ΔG-M3,q_M1,q_M2,q_M3,q_O,q_Cu,spin_M1,spin_M2,spin_M3,spin_O,spin_Cu,dband_M1,dband_M2,dband_M3,pband_O1,dband_Cu,alpha,beta,min_alpha_beta,d_M1-O,d_M2-O,d_M3-O,a_M1OM2,a_M1OM3,a_M2OM3,D_M1M2M3O,M1_nd,M2_nd,M3_nd,RAC-d1-charge,RAC-d1-spin,RAC-d1-dband,RAC-d1-Z,RAC-d1-X,RAC-d1-T,RAC-d1-I,RAC-d1-S,RAC-d2-charge,RAC-d2-spin,RAC-d2-dband,RAC-d2-Z,RAC-d2-X,RAC-d2-T,RAC-d2-I,RAC-d2-S,RAC-d3-charge,RAC-d3-spin,RAC-d3-dband,RAC-d3-Z,RAC-d3-X,RAC-d3-T,RAC-d3-I,RAC-d3-S,RAC-d4-charge,RAC-d4-spin,RAC-d4-dband,RAC-d4-Z,RAC-d4-X,RAC-d4-T,RAC-d4-I,RAC-d4-S,RAC-d5-charge,RAC-d5-spin,RAC-d5-dband,RAC-d5-Z,RAC-d5-X,RAC-d5-T,RAC-d5-I,RAC-d5-S
FeCuMnFe_5,#VALUE!,246.7529304,195.1671024,217.8067906,1.16322,1.04945,0.97436,-0.90234,0.53993,-3.8201,4.54864,3.5472,-0.03937,0.0232,-4.66595,-2.79007,-3.68991,-4.10056,-1.74183,0.930292,1.640797,0.930292,1.867013547,2.187686436,1.855996046,84.91120851,133.892242,108.2735436,-31.11277674,8,7,8,-2.87578,-0.168336,45.7046,616,17.9224,52.53,3,3.069,4.96522,0.00998817,191.025,848,106.743,97.4736,10,5.1546,-2.026,-0.000678739,250.008,200,91.7792,39.2259,11,2.7126,-0.877661,-1.97E-06,29.1265,16,15.136,6.72478,2,0.4092,0,0,0,0,0,0,0,0
FeCuCuMn_2,226.6468498,225.7541798,202.2585785,231.2283477,1.18666,0.71925,1.13878,-0.91838,0.78188,-3.8783,0.1924,4.62516,-0.2187,0.3829,-4.31339,-1.7328,-2.24559,-3.71918,-2.17899,1.496782,0.613968,0.613968,1.834834613,1.886807838,1.995510336,113.3949933,119.4337513,104.5021142,-26.56092458,8,11,7,-2.79618,-0.205416,30.8386,640,18.1632,47.8559,3,2.937,4.90702,-0.0273637,158.24,848,106.743,99.2545,10,5.1546,-2.50657,-0.0338198,200.648,208,99.3472,43.6022,12,2.9172,-0.447664,3.94E-05,11.4151,8,7.568,3.44248,1,0.2046,0,0,0,0,0,0,0,0
FeCuCuCo_8,188.4957064,223.8060586,164.4697541,#VALUE!,1.20099,0.76207,0.97887,-0.9151,0.6858,3.9375,-0.3336,2.5961,0.28573,-0.2351,-4.39027,-2.26786,-2.96849,-3.69547,-1.96593,0.444193,1.448319,0.444193,1.921708607,1.937315102,1.86143397,104.2374207,128.8762856,94.18403126,-28.68089837,8,11,9,-2.69216,1.77153,35.5749,656,19.2984,51.0051,3,2.8644,4.7898,0.176384,161.53,848,106.743,100.152,10,5.1546,-2.48926,-0.0294759,208.406,208,99.3472,43.3945,12,2.9172,-0.445773,1.71E-05,11.306,8,7.568,3.40768,1,0.2046,0,0,0,0,0,0,0,0
FeCuCuNi_3,183.7409256,213.0021253,174.1237183,174.9166194,0.87576,0.87921,0.84352,-0.78261,0.64601,0.8133,-0.5256,1.4345,-0.02053,0.1961,-2.39946,-2.95662,-2.66723,-3.79164,-1.96166,0.624432,0.540375,0.540375,1.881619822,1.943870718,1.958602413,106.1843724,136.3164882,98.30210258,-21.6182012,8,11,10,-2.0336,-0.0353568,30.4215,664,19.4016,57.214,3,2.6928,4.82642,-0.00609782,187.657,912,118.577,119.315,11,5.5902,-3.02295,-2.20E-05,217.915,144,87.5136,39.6929,11,2.4816,-0.382344,-2.05E-06,13.0399,8,7.568,3.63418,1,0.2046,0,0,0,0,0,0,0,0
FeCuFeNi_8,#VALUE!,211.7812677,339.4435894,184.6572251,1.08896,1.15545,0.87245,-0.9193,0.64772,3.7532,3.8533,-1.4459,0.31086,-0.1522,-3.97208,-4.16551,-2.79217,-3.77492,-1.99844,0.968309,1.280634,0.968309,1.93784298,1.922727155,1.933645198,85.08438517,136.7525275,123.0793013,-26.61848788,8,8,10,-2.86533,1.91508,41.259,640,19.1608,49.1982,3,2.8248,3.95137,0.167146,154.648,784,94.9096,93.3734,9,4.719,-0.556204,-0.00316455,209.441,256,96.0448,47.7998,11,2.9436,-1.37495,0.00035438,43.0424,24,22.704,10.8191,3,0.6138,0,0,0,0,0,0,0,0
NiCuCuFe_3,#VALUE!,210.7021871,185.4711302,191.6594342,0.93384,0.93292,0.93205,-0.88076,0.76305,0.0317,-0.5588,3.4675,-0.05725,-0.4411,-2.41857,-3.44393,-3.59038,-3.8653,-3.04307,0.778863,0.859865,0.778863,1.981296459,1.968821306,1.818190815,87.96799831,125.8182312,109.4872337,-37.39733352,10,11,8,-2.46508,-0.168338,36.5382,664,19.4016,46.9822,3,2.6928,5.28753,0.0374856,156.712,680,89.3712,74.337,8,3.9204,-4.76849,0.012757,223.472,240,85.484,51.1135,11,3.0756,2.03114,0.000321173,29.1961,128,23.6672,11.8693,2,0.8712,-0.860837,-1.55E-05,26.7975,16,15.136,6.76297,2,0.4092
MnCuFeFe_13,260.1219774,210.0379356,189.973863,188.2699134,0.94216,0.9186,0.95665,-0.82926,0.60082,3.5353,3.6338,3.6351,0.34652,0.1034,-3.66524,-3.95558,-4.11827,-3.81969,-1.99202,2.015848,0.818459,0.818459,1.922401088,2.158208908,1.851734724,80.98432476,111.3311454,79.33716923,-43.07212955,7,8,8,-2.33637,3.74387,44.8397,616,17.9224,54.6675,3,3.069,3.42753,0.281724,165.119,784,94.9096,86.5476,9,4.719,-0.556798,0.0126549,226.783,256,96.0448,43.7597,11,2.9436,-1.22206,-9.01E-05,45.1587,24,22.704,9.71108,3,0.6138,0,0,0,0,0,0,0,0
CoCuFeNi_11,221.9682085,210.003804,215.7956575,178.9756427,1.01335,1.22567,0.85075,-0.91291,0.65951,2.6674,3.9451,1.4363,0.56766,0.2125,-3.08853,-4.6215,-2.47202,-3.60804,-1.94187,3.672954,0.644038,0.644038,2.016372089,1.855475634,1.937178637,88.77662488,133.4617649,121.2088674,-28.28846603,9,8,10,-2.82068,4.56898,36.7372,648,19.3328,47.0285,3,2.8116,3.93381,0.763213,144.271,784,94.9096,91.5233,9,4.719,-0.581314,0.0226553,196.441,256,96.0448,46.8026,11,2.9436,-1.36524,-0.000579013,39.8032,24,22.704,10.5908,3,0.6138,0,0,0,0,0,0,0,0
NiCuNiFe_10,#VALUE!,207.4176864,185.6312857,#VALUE!,1.03818,1.05758,1.05157,-0.96826,0.7222,1.6479,1.6659,3.6802,0.50434,0.3608,-2.5612,-2.89029,-3.81444,-3.52011,-2.25556,3.631557,0.914606,0.914606,1.968352705,1.949985121,1.849736406,91.94119986,130.4053533,118.7229638,-29.19886307,10,10,8,-3.04743,3.52735,32.6171,656,19.436,43.411,3,2.64,6.04996,0.650407,128.686,680,89.3712,73.6434,8,3.9204,-5.23456,0.102205,184.24,240,85.484,51.173,11,3.0756,2.23713,0.00508879,22.4651,128,23.6672,11.9396,2,0.8712,-0.94263,-0.000277387,20.2164,16,15.136,6.82506,2,0.4092
FeCuCuZn_5,193.5707983,207.0868733,170.1513365,181.5302544,1.19511,0.80272,1.19359,-0.99439,0.65763,3.9285,-0.3886,0.018,0.10267,-0.1965,-4.34147,-2.4402,-6.65901,-3.54889,-1.86108,0.443168,1.866752,0.443168,1.900345038,1.929538115,1.900912612,104.8212996,126.3640932,96.93037922,-29.28980573,8,11,12,-3.17352,0.36529,47.6995,680,18.5072,52.7722,3,2.6796,5.37915,0.0435506,155.466,848,106.743,100.967,10,5.1546,-2.71046,-0.00871155,201.702,208,99.3472,43.9024,12,2.9172,-0.48398,1.03E-06,10.8027,8,7.568,3.42185,1,0.2046,0,0,0,0,0,0,0,0
ZnCuNiFe_8,#VALUE!,206.2467133,177.8282991,#VALUE!,1.20002,1.0715,1.06032,-1.01903,0.71753,0.0008,1.6727,3.6879,0.41412,0.359,-5.96164,-2.98805,-3.82475,-3.42471,-2.25619,3.576355,0.964949,0.964949,2.011701462,1.944976682,1.831725064,88.75530472,127.3976076,121.3418139,-33.95638651,12,10,8,-3.39524,2.22026,43.7488,672,18.5416,47.1373,3,2.6268,4.58081,0.416021,134.546,784,94.9096,92.7445,9,4.719,-1.23239,0.0911644,192.224,264,103.613,46.3885,12,3.1482,-0.991618,-0.000144942,19.4328,16,15.136,6.85577,2,0.4092,0,0,0,0,0,0,0,0
FeCuZnCu_5,146.0177387,204.7370507,171.4535846,225.5021317,1.1942,1.24153,0.66603,-1.01083,0.86401,3.869,0.0106,0.0871,0.16403,-0.474,-4.41096,-5.99829,-1.40924,-3.92165,-2.69849,0.507581,1.019623,0.507581,1.879450748,2.013277504,2.078754601,94.10702601,135.4219712,121.5118037,19.47802791,8,12,11,-4.00872,0.572908,56.9305,912,25.0432,77.6452,4,3.5508,6.29316,0.0560999,159.962,616,100.207,100.996,9,4.2834,-2.3214,0.000190275,214.81,200,91.7792,50.9871,11,2.7126,-0.984831,0,24.1793,16,15.136,8.67563,2,0.4092,0,0,0,0,0,0,0,0
ZnCuFeNi_8,233.1134568,204.2828391,218.6863332,179.4954917,1.20903,1.27568,0.81994,-1.02521,0.73827,0.0124,4.0141,1.3051,0.40831,0.3461,-5.85503,-4.25674,-1.92121,-3.20988,-2.00937,3.572472,0.850205,0.850205,2.013686292,1.878746911,1.911947709,92.83696624,135.9620032,127.361597,-14.485984,12,8,10,-3.38796,2.17695,38.6244,672,18.5416,51.9423,3,2.6268,4.54402,0.481589,115.274,784,94.9096,101.275,9,4.719,-0.674004,0.0336039,158.42,256,96.0448,50.8454,11,2.9436,-1.53314,-0.000616548,30.7677,24,22.704,11.4154,3,0.6138,0,0,0,0,0,0,0,0
NiCuZnFe_4,197.1887376,204.1279346,167.1687683,332.2208384,0.95768,1.22484,0.94167,-0.99233,0.7797,0.014,0.0044,3.4901,0.09842,-0.4451,-2.48036,-6.78404,-3.59773,-3.89047,-3.00911,0.877907,0.837048,0.837048,1.968828331,1.982044573,1.817082398,88.67302046,134.6775383,116.0322241,-28.67693458,10,12,8,-3.10023,0.345307,50.0397,672,18.5416,47.4638,3,2.6268,6.17416,-0.0357215,159.607,680,89.3712,75.563,8,3.9204,-5.37956,-0.0234889,227.461,240,85.484,52.5929,11,3.0756,2.28868,-0.000524579,29.892,128,23.6672,12.1641,2,0.8712,-0.96776,1.38E-05,27.4375,16,15.136,6.95624,2,0.4092
ZnCuFeCu_7,213.1150218,203.5582011,216.423152,#VALUE!,1.20892,1.27139,0.6742,-0.9928,0.84899,0.0093,3.9713,0.104,0.47549,0.5019,-6.46228,-4.65186,-1.46248,-3.73133,-2.51855,3.186308,0.623128,0.623128,2.029063953,1.809737858,2.032685481,93.3292884,133.9833557,132.3044871,4.98177571,12,8,11,-3.97467,2.18083,56.3251,912,25.0432,73.0018,4,3.5508,6.24321,0.44163,157.638,616,100.207,94.5812,9,4.2834,-2.28734,0.00453617,212.416,200,91.7792,46.1251,11,2.7126,-0.966858,-0.000161667,24.351,16,15.136,7.86825,2,0.4092,0,0,0,0,0,0,0,0
MnCuFeNi_3,#VALUE!,202.865069,213.7845243,199.2628827,1.02093,0.88821,0.72852,-0.7932,0.66531,3.6383,-3.1178,1.1434,0.13742,0.1361,-4.18875,-3.5274,-2.61033,-4.35731,-2.80682,0.749091,0.343873,0.343873,1.872873685,1.994881411,1.943581128,91.08663809,119.3847397,82.93550701,-37.53227064,7,8,10,-2.09219,0.228653,44.9957,632,18.1976,54.058,3,2.8842,3.1605,0.0222401,203.025,784,94.9096,88.9689,9,4.719,-0.526756,0.00514913,275.023,256,96.0448,45.0817,11,2.9436,-1.17069,-5.08E-05,57.1995,24,22.704,10.0198,3,0.6138,0,0,0,0,0,0,0,0
ZnCuNiCo_7,153.4032707,201.7518569,181.0707918,173.0892712,1.20189,1.04866,1.00084,-1.01561,0.77538,-0.002,1.6251,2.6084,0.41207,0.4246,-5.74058,-2.45306,-2.9438,-3.13927,-2.24262,3.890881,1.0581,1.0581,1.995350156,1.922508883,1.83454097,89.40951882,130.4033732,121.2497293,-30.55517638,12,10,9,-3.30214,1.74367,34.9634,680,18.7136,45.8514,3,2.6136,4.49245,0.451233,117.418,784,94.9096,92.4176,9,4.719,-1.23131,0.107913,168.24,264,103.613,46.1797,12,3.1482,-0.990474,-0.000131862,17.0638,16,15.136,6.86887,2,0.4092,0,0,0,0,0,0,0,0
MnCuCoFe_12,#VALUE!,201.3449044,178.6553317,190.7483856,0.9613,0.97971,0.96911,-0.87971,0.55887,3.6259,2.6556,3.5735,0.34447,0.0569,-3.6731,-3.06483,-3.66762,-3.52951,-2.21221,2.115676,0.963775,0.963775,1.896041826,2.252504919,1.84288252,79.07155425,130.4766759,99.50678793,-34.77042228,7,9,8,-2.56006,3.39475,36.7265,624,18.0944,48.2336,3,3.0558,4.63887,0.269968,172.37,848,106.743,87.6829,10,5.1546,-1.99597,0.00580776,222.467,200,91.7792,35.6964,11,2.7126,-0.856732,1.03E-05,25.9444,16,15.136,6.09325,2,0.4092,0,0,0,0,0,0,0,0
ZnCuNiMn_3,#VALUE!,201.1243624,175.906433,170.09095,1.1944,1.06029,1.11502,-1.0949,0.78811,0.0188,-1.6259,4.64824,-0.02038,-0.418,-5.83376,-2.55221,-2.65303,-3.07388,-2.33896,0.878975,2.303952,0.878975,1.978847064,1.919511322,1.904688694,90.087672,136.5796542,129.1432169,-15.37244734,12,10,7,-3.6895,-0.0619784,33.9326,664,17.5784,47.4154,3,2.6862,4.88112,0.0154105,118.099,784,94.9096,95.9169,9,4.719,-1.32391,0.0054009,168.802,264,103.613,47.7173,12,3.1482,-1.06653,-7.13E-06,17.8439,16,15.136,7.10263,2,0.4092,0,0,0,0,0,0,0,0
MnCuCuMn_9,#VALUE!,201.0062149,164.6377861,159.5705707,0.9378,0.93882,1.11933,-0.89988,0.56346,3.6271,-0.5074,4.63372,-0.02661,0.0846,-2.92382,-2.73424,-2.66387,-3.20757,-1.61261,0.819071,2.203373,0.819071,1.926936859,1.988010691,1.925024452,86.03379909,123.8407399,110.6438581,-39.04277602,7,11,7,-2.696,-0.206319,26.6932,632,17.2,51.1306,3,2.9964,3.81096,-0.00383477,120.657,784,94.9096,85.68,9,4.719,-1.05141,-0.0034295,180.505,264,103.613,47.1952,12,3.1482,-0.873343,-3.99E-06,17.1791,16,15.136,6.76332,2,0.4092,0,0,0,0,0,0,0,0
NiCuMnFe_3,232.5489743,200.5730073,375.8487752,189.1573325,0.98028,0.85552,1.05934,-0.85447,0.66576,-1.5789,-0.8117,3.6669,0.23075,0.292,-3.26131,-1.97273,-4.36489,-4.37018,-2.95337,0.807897,0.359824,0.359824,2.010394714,2.042472709,1.821964022,86.32269136,130.8621671,112.5009361,-34.04136219,10,7,8,-2.47381,0.294506,41.9491,632,18.1976,54.4191,3,2.8842,4.48314,0.111341,222.565,848,106.743,107.489,10,5.1546,-1.90867,0.00236749,282.969,200,91.7792,41.0775,11,2.7126,-0.830776,2.54E-05,34.7343,16,15.136,7.08272,2,0.4092,0,0,0,0,0,0,0,0
NiCuNiMn_1,158.7225341,200.4102263,188.4248179,178.8784992,0.84054,0.86051,0.79336,-0.71348,0.75084,0,0,0,0,0,-1.95979,-1.86605,-1.71348,-4.73747,-2.26666,0.073396,0.073396,0.073396,1.942534751,1.926971829,1.905828803,92.74860379,138.8928448,125.1409014,-12.42945385,10,10,7,-1.77971,0,26.2424,648,18.4728,44.3964,3,2.6994,4.16305,0,191.145,680,89.3712,76.8819,8,3.9204,-3.84424,0,271.029,240,85.484,53.0564,11,3.0756,1.64738,0,34.579,128,23.6672,12.4415,2,0.8712,-0.695536,0,31.5768,16,15.136,7.12243,2,0.4092
NiCuFeNi_10,#VALUE!,200.0715368,#VALUE!,#VALUE!,1.01859,1.26219,0.80902,-0.95023,0.73004,1.6523,4.0046,1.2945,0.52625,0.3295,-2.51934,-4.31202,-1.93305,-3.40361,-2.05228,3.60066,0.75176,0.75176,1.951866549,1.903371744,1.911337663,93.48533118,135.1781635,124.2244867,-18.70328738,10,8,10,-2.93602,3.65817,29.8306,656,19.436,47.4635,3,2.64,5.90698,0.761952,112.944,680,89.3712,77.005,8,3.9204,-4.64706,0.0352693,157.249,232,77.916,54.6438,10,2.871,1.70229,0.00410475,35.822,136,31.2352,16.4546,3,1.0758,-0.929135,-0.0002105,19.7951,16,15.136,7.31592,2,0.4092
ZnCuZnFe_6,#VALUE!,198.8323007,165.7720022,#VALUE!,1.20834,1.23816,1.0561,-1.07388,0.71931,0.0059,0.0013,3.6787,0.31402,0.3619,-6.02116,-6.33235,-3.81572,-3.37035,-2.22609,3.486251,0.963819,0.963819,2.014925307,1.969442721,1.81833859,86.52255497,130.311582,118.0305433,-33.7970377,12,12,8,-3.76137,1.15745,54.496,688,17.6472,49.9513,3,2.6136,4.95878,0.243752,132.826,784,94.9096,94.3146,9,4.719,-1.30702,0.0703813,190.506,264,103.613,47.2403,12,3.1482,-1.04361,-9.73E-05,18.9463,16,15.136,6.94927,2,0.4092,0,0,0,0,0,0,0,0
FeCuCoNi_11,216.0792115,198.3177027,177.9621996,167.1241348,1.13505,0.97483,0.89493,-0.89865,0.63092,3.8578,2.6804,1.4923,0.53961,0.235,-4.29992,-2.93838,-2.38451,-3.41184,-2.01839,3.887894,0.78491,0.78491,1.922831938,1.973296979,1.931419376,82.03333016,132.7203073,112.1291747,-34.48154206,8,9,10,-2.70027,4.33334,32.8315,648,19.3328,55.0243,3,2.8116,4.78397,0.772355,143.417,848,106.743,108.092,10,5.1546,-2.01184,-0.000361539,184.977,200,91.7792,41.6678,11,2.7126,-0.879428,-0.000356143,22.2629,16,15.136,7.17308,2,0.4092,0,0,0,0,0,0,0,0
MnCuCuNi_2,#VALUE!,198.0551526,154.2723113,157.7878561,0.92224,0.93949,0.99677,-0.85045,0.56031,3.5906,-0.5307,-1.5934,-0.31192,0.0468,-3.07021,-2.87269,-2.87587,-3.47666,-1.41383,0.796214,2.621226,0.796214,1.933161915,2.012029638,1.842952052,83.94656698,121.303508,113.5575399,-42.22302633,7,11,10,-2.43101,-0.457431,30.6599,656,18.4384,49.9249,3,2.7522,3.51213,0.0830612,130.467,784,94.9096,85.6541,9,4.719,-0.97789,-0.0347416,194.389,264,103.613,46.6559,12,3.1482,-0.826484,-6.24E-05,18.2516,16,15.136,6.70513,2,0.4092,0,0,0,0,0,0,0,0
CoCuCuFe_8,210.8387131,197.8346106,179.7580417,191.1999716,1.03444,0.93239,1.02677,-0.91003,0.67636,2.6612,-0.5704,3.6522,0.24923,0.302,-2.93058,-3.2353,-3.90731,-3.47365,-2.26567,0.852681,0.783572,0.783572,2.066067958,1.947488662,1.82143075,86.46643743,122.6484363,109.3874495,-41.28417232,9,11,8,-2.72427,1.43133,34.9907,656,19.2984,46.3461,3,2.8644,5.56336,0.207529,133.798,680,89.3712,72.9239,8,3.9204,-4.88519,0.0413149,192.628,240,85.484,50.1964,11,3.0756,2.10397,0.00236769,23.4488,128,23.6672,11.646,2,0.8712,-0.886033,-6.73E-05,21.2383,16,15.136,6.64396,2,0.4092
NiCuMnMn_12,261.36909,197.3593951,197.5142996,174.2287383,0.9868,1.08574,1.10385,-0.93874,0.56761,1.6404,3.7621,4.67152,0.25722,0.0805,-2.64951,-3.71511,-2.87275,-3.54534,-1.48884,1.438781,1.439402,1.438781,1.998285797,1.881920627,1.982982446,90.34000124,123.6317022,116.1225591,-37.17230745,10,7,7,-2.9818,2.59124,32.7496,624,17.2344,47.4309,3,2.9436,5.94167,0.157249,123.119,680,89.3712,70.0893,8,3.9204,-4.61409,0.012771,175.876,232,77.916,51.1492,10,2.871,1.69079,0.00205519,40.1953,136,31.2352,15.1793,3,1.0758,-0.917759,-6.43E-05,22.1352,16,15.136,6.79509,2,0.4092
NiCuNiCo_9,#VALUE!,197.0443351,183.2132,167.9196613,1.04004,1.04508,0.97298,-0.94917,0.78345,1.6476,1.6341,2.5808,0.53174,0.413,-2.40674,-2.50126,-3.02905,-3.297,-2.21357,3.908447,1.06629,1.06629,1.951319992,1.942638021,1.84585873,91.96429558,129.5225341,115.6662026,-30.94038621,10,10,9,-2.90266,3.11733,26.1685,664,19.608,41.6988,3,2.6268,5.86046,0.72867,114.475,680,89.3712,71.9853,8,3.9204,-5.12466,0.119721,163.704,240,85.484,50.1597,11,3.0756,2.19273,0.00578533,20.1768,128,23.6672,11.7913,2,0.8712,-0.926817,-0.000276505,18.1204,16,15.136,6.73603,2,0.4092
MnCuCuZn_4,#VALUE!,196.4115895,163.440558,162.9233345,0.95086,0.94809,1.18641,-0.95085,0.54418,3.6086,-0.5413,0.0108,-0.11553,0.045,-2.93975,-2.89948,-6.37907,-3.07325,-1.47194,0.814215,2.845883,0.814215,1.92666998,1.998182544,1.892971756,85.2129029,120.9949677,104.9145111,-41.22557611,7,11,12,-2.93371,-0.355613,37.5499,672,17.544,52.3077,3,2.739,4.07155,0.00780405,114.176,784,94.9096,86.0696,9,4.719,-1.11792,-0.0121133,170.658,264,103.613,46.8048,12,3.1482,-0.924036,-2.31E-05,15.7916,16,15.136,6.73053,2,0.4092,0,0,0,0,0,0,0,0
CoCuCoCu_9,179.8079263,196.277689,194.8704209,200.6648998,1.0634,1.04156,0.82403,-0.88954,0.76952,2.714,2.6558,0.4027,0.60523,0.3867,-3.22696,-2.87157,-2.30783,-3.40096,-2.22755,3.931388,0.625906,0.625906,1.957071781,1.867134341,1.943639856,89.00835388,130.9751723,115.4713167,-32.02447769,9,9,11,-2.60545,3.49369,28.5897,664,19.4704,43.4889,3,2.8512,5.40883,0.855644,123.841,680,89.3712,72.8356,8,3.9204,-4.78134,0.119884,174.818,240,85.484,50.5489,11,3.0756,2.05682,0.00654254,22.9593,128,23.6672,11.8572,2,0.8712,-0.870148,-0.000242092,20.8505,16,15.136,6.78976,2,0.4092
FeCuZnNi_4,229.9260996,195.2458674,169.5527225,259.0849048,1.2152,1.24398,0.85183,-0.98182,0.65136,3.8946,0.019,-1.397,0.2429,-0.2134,-4.45436,-6.3177,-2.2432,-3.48073,-1.74718,0.977,1.275561,0.977,1.850177174,1.97239467,1.930671504,91.97405623,137.0673299,114.6481113,-23.94448078,8,12,10,-3.25082,0.611282,45.3026,672,18.5416,48.2997,3,2.6268,4.35294,0.0726733,136.549,784,94.9096,92.4157,9,4.719,-1.11077,-0.0142485,193.433,264,103.613,47.887,12,3.1482,-0.95533,-1.46E-05,20.0722,16,15.136,7.05193,2,0.4092,0,0,0,0,0,0,0,0
CoCuZnCu_6,169.9045395,195.2038594,196.3275735,193.9436193,1.07284,1.25756,0.8599,-1.00692,0.78493,2.7354,0.0042,0.4301,0.44876,0.3858,-3.34004,-6.36134,-2.66478,-3.73128,-1.9769,3.676776,0.321292,0.321292,1.918701675,1.958104839,1.929502433,93.86951314,135.6120577,129.4596604,7.644148163,9,12,11,-4.00274,1.59557,53.518,920,25.2152,77.1961,4,3.5376,6.28573,0.444219,152.116,616,100.207,100.06,9,4.2834,-2.31882,0.00288553,203.559,200,91.7792,49.9864,11,2.7126,-0.978082,-0.00024233,22.2536,16,15.136,8.52151,2,0.4092,0,0,0,0,0,0,0,0
FeCuZnFe_10,240.6118854,195.2038594,#VALUE!,197.2963831,1.21395,1.19441,1.03695,-1.0075,0.61464,3.8951,0.0114,3.6566,0.43868,0.1162,-4.57274,-6.28062,-3.88775,-3.95128,-1.842,3.387673,0.424834,0.424834,1.921033934,2.020976938,1.870245362,88.81029945,133.1826954,113.7093391,-29.95048895,8,12,8,-3.47115,3.31778,58.2463,656,18.2664,48.2207,3,2.8116,4.58548,0.423857,161.852,784,94.9096,88.7612,9,4.719,-0.613386,0.0142615,221.827,256,96.0448,46.1653,11,2.9436,-1.516,-0.000171085,43.3216,24,22.704,10.4666,3,0.6138,0,0,0,0,0,0,0,0
CoCuNiCu_8,177.5184901,195.1776044,182.0684819,197.2753791,1.07665,1.04088,0.84794,-0.90732,0.76563,2.73,1.6411,0.4369,0.58224,0.3819,-3.15251,-2.55914,-2.40759,-3.20899,-2.05965,3.892869,0.696759,0.696759,1.929319152,1.90580833,1.925694291,94.42580137,132.2856346,119.6565111,-24.60557031,9,10,11,-2.69063,2.79941,26.0546,672,19.5736,43.0604,3,2.6796,5.52096,0.82387,114.198,680,89.3712,74.1002,8,3.9204,-4.8651,0.107336,161.833,240,85.484,51.356,11,3.0756,2.0978,0.00625326,20.7759,128,23.6672,12.0212,2,0.8712,-0.886243,-0.000250363,18.7705,16,15.136,6.88173,2,0.4092
NiCuNiZn_6,#VALUE!,195.0962139,175.4417194,173.8847978,1.03841,1.0542,1.1959,-1.0714,0.77285,1.6392,1.6394,0.0047,0.31591,0.4111,-2.18978,-2.2986,-6.07756,-2.85569,-1.98113,3.573334,1.341534,1.341534,1.927353678,1.917970391,1.876898664,93.30765388,134.9350909,118.7329147,-23.45649605,10,10,12,-3.52331,1.03723,30.173,688,18.8168,43.4978,3,2.442,6.73357,0.364216,93.9736,680,89.3712,73.995,8,3.9204,-5.78799,0.0752371,136.038,240,85.484,51.2716,11,3.0756,2.47554,0.00326019,16.4796,128,23.6672,12.0374,2,0.8712,-1.04571,-0.000164273,14.6931,16,15.136,6.88162,2,0.4092
ZnCuCoFe_9,#VALUE!,194.9701899,179.1830572,188.7004954,1.20233,1.07394,1.05611,-1.02367,0.71957,0.0072,2.667,3.6824,0.40982,0.3617,-6.12863,-2.89038,-3.83123,-3.52961,-2.2803,3.561878,0.928435,0.928435,2.018437776,1.93857264,1.837659614,87.53848912,127.3211011,120.4148903,-35.2918172,12,9,8,-3.41126,2.60506,45.3563,664,18.4384,47.2434,3,2.7984,4.60122,0.40998,139.742,784,94.9096,92.4902,9,4.719,-1.24219,0.0956889,200.095,264,103.613,46.2304,12,3.1482,-0.995662,-0.000135241,20.0287,16,15.136,6.86028,2,0.4092,0,0,0,0,0,0,0,0
FeCuCoFe_13,231.3149892,194.8205364,187.4586338,184.3027826,1.13423,0.92009,1.01023,-0.92309,0.55485,3.8572,2.6456,3.6393,0.48622,0.1085,-4.60161,-3.28682,-3.76131,-3.91233,-2.09653,3.650209,0.339817,0.339817,1.955130061,2.027795209,1.879110327,78.88202663,128.7194524,104.7752875,-38.55156136,8,9,8,-2.82886,4.93129,45.5776,632,19.0576,54.1732,3,2.9964,4.95887,0.662266,185.596,848,106.743,100.42,10,5.1546,-2.08021,0.00492541,240.717,200,91.7792,39.4865,11,2.7126,-0.901887,-0.000277145,29.0869,16,15.136,6.78822,2,0.4092,0,0,0,0,0,0,0,0
ZnCuCoMn_2,#VALUE!,194.6393769,186.6499798,#VALUE!,1.20281,1.04073,1.11581,-1.08396,0.78644,0.0086,-2.6043,4.63695,-0.03734,-0.4126,-6.35509,-2.74229,-2.995,-3.55556,-2.67829,0.488943,2.260286,0.488943,1.995644029,1.892525465,1.901616152,88.92157965,138.1365296,126.1346169,-18.73848718,12,9,7,-3.6414,-0.0762203,42.9952,656,17.4752,47.3089,3,2.8578,4.83229,0.0273288,148.11,784,94.9096,94.9443,9,4.719,-1.3107,0.0101748,210.913,264,103.613,47.3138,12,3.1482,-1.05516,-1.31E-05,22.9722,16,15.136,7.06746,2,0.4092,0,0,0,0,0,0,0,0
